Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)
B9KUI2	COWN_RHOSK	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN RSKD131_3850	Rhodobacter sphaeroides (strain KD131 / KCTC 12085)	92	nitrogen fixation [GO:0009399]
Q07PD0	COWN_RHOP5	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN RPE_2262	Rhodopseudomonas palustris (strain BisA53)	92	nitrogen fixation [GO:0009399]
P45400	CYCH_RHIME	reviewed	Cytochrome c-type biogenesis protein CycH	cycH R01017 SMc02361	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	381	cytochrome complex assembly [GO:0017004]
P26489	FIXL_AZOC5	reviewed	Sensor protein FixL (EC 2.7.13.3)	fixL AZC_4654	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)	504	nitrogen fixation [GO:0009399]; regulation of transcription, DNA-templated [GO:0006355]
P52967	FLAV_RHOCB	reviewed	Flavodoxin	nifF fldA RCAP_rcc01421	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)	182	nitrogen fixation [GO:0009399]
P09820	FIXC_RHIME	reviewed	Protein FixC	fixC RA0445 SMa0817	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	435	nitrogen fixation [GO:0009399]
A4VPM9	G6PI_PSEU5	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi PST_3299	Pseudomonas stutzeri (strain A1501)	554	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]
D4H539	COWN_DENA2	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN Dacet_2637	Denitrovibrio acetiphilus (strain DSM 12809 / NBRC 114555 / N2460)	106	nitrogen fixation [GO:0009399]
P45409	CYCY_RHILV	reviewed	Thiol:disulfide interchange protein CycY (Cytochrome c biogenesis protein CycY)	cycY	Rhizobium leguminosarum bv. viciae	186	cytochrome complex assembly [GO:0017004]
P31601	DCTA_SINFN	reviewed	C4-dicarboxylate transport protein	dctA1 NGR_a01180 y4vF	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	497	dicarboxylic acid transport [GO:0006835]
A4VGD5	DTD_PSEU5	reviewed	D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (Gly-tRNA(Ala) deacylase)	dtd PST_0330	Pseudomonas stutzeri (strain A1501)	145	D-amino acid catabolic process [GO:0019478]
P42710	FIXU_RHILT	reviewed	Protein FixU	fixU	Rhizobium leguminosarum bv. trifolii	70	nitrogen fixation [GO:0009399]
P28579	FLAV_ENTAG	reviewed	Flavodoxin	nifF	Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans)	177	nitrogen fixation [GO:0009399]
P94126	GLN1B_AZOC5	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA AZC_1601	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)	469	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
P27993	LGB2_MEDTR	reviewed	Leghemoglobin 2	LB2	Medicago truncatula (Barrel medic) (Medicago tribuloides)	146	
Q9SAZ1	LGB4_PEA	reviewed	Leghemoglobin Lb120-8		Pisum sativum (Garden pea)	146	
A4VQP0	HFQ_PSEU5	reviewed	RNA-binding protein Hfq	hfq PST_3668	Pseudomonas stutzeri (strain A1501)	84	regulation of transcription, DNA-templated [GO:0006355]
P53576	FIXA_AZOVI	reviewed	Protein FixA	fixA	Azotobacter vinelandii	281	nitrogen fixation [GO:0009399]
Q53204	FDXN_SINFN	reviewed	Ferredoxin-like protein in nif region	fdxN NGR_a01280 y4uL	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	64	nitrogen fixation [GO:0009399]
O80405	LGB3_PEA	reviewed	Leghemoglobin Lb120-1		Pisum sativum (Garden pea)	146	
P58567	FER3_NOSS1	reviewed	Ferredoxin-3 (Ferredoxin III) (FdIII)	fdxB asr2513	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	97	nitrogen fixation [GO:0009399]
P46046	FERH_TRIV2	reviewed	Ferredoxin, heterocyst	fdxH1 Ava_3940	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	99	heterocyst differentiation [GO:0043158]; nitrogen fixation [GO:0009399]
P20624	FER3_RHOCA	reviewed	Ferredoxin-3 (Ferredoxin III) (FdIII)	fdxB	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	101	nitrogen fixation [GO:0009399]
Q43785	GLNA3_MEDSA	reviewed	Glutamine synthetase nodule isozyme (EC 6.3.1.2) (Glutamate--ammonia ligase)	GS1	Medicago sativa (Alfalfa)	356	glutamine biosynthetic process [GO:0006542]
O04867	GLNA1_ALNGL	reviewed	Glutamine synthetase (EC 6.3.1.2) (GS(1)) (Glutamate--ammonia ligase)	GLN1	Alnus glutinosa (European alder) (Betula alnus var. glutinosa)	356	glutamine biosynthetic process [GO:0006542]
P24099	GLNA1_SOYBN	reviewed	Glutamine synthetase cytosolic isozyme 1 (EC 6.3.1.2) (GS1-1) (Glutamate--ammonia ligase)		Glycine max (Soybean) (Glycine hispida)	355	glutamine biosynthetic process [GO:0006542]
Q43066	GLNA4_PEA	reviewed	Glutamine synthetase root isozyme B (EC 6.3.1.2) (Cytosolic GS3 B) (Glutamate--ammonia ligase)	GS3B	Pisum sativum (Garden pea)	357	glutamine biosynthetic process [GO:0006542]
A4VNY2	ISCS_PSEU5	reviewed	Cysteine desulfurase IscS (EC 2.8.1.7)	iscS PST_3042	Pseudomonas stutzeri (strain A1501)	404	[2Fe-2S] cluster assembly [GO:0044571]
O68146	CATA_ALIF1	reviewed	Catalase (EC 1.11.1.6)	katA VF_A0009	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	482	hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
P53658	FIXX_AZOVI	reviewed	Ferredoxin-like protein	fixX	Azotobacter vinelandii	94	nitrogen fixation [GO:0009399]
P10326	FIXX_BRADU	reviewed	Ferredoxin-like protein	fixX bsr1775	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	98	nitrogen fixation [GO:0009399]
P43518	GLN1B_RHOSH	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA	Rhodobacter sphaeroides (Rhodopseudomonas sphaeroides)	467	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
P00965	GLNA3_PHAVU	reviewed	Glutamine synthetase N-1 (EC 6.3.1.2) (Gln isozyme gamma) (Glutamate--ammonia ligase)	Gln-gamma	Phaseolus vulgaris (Kidney bean) (French bean)	356	glutamine biosynthetic process [GO:0006542]
O82560	GLNA2_SOYBN	reviewed	Glutamine synthetase cytosolic isozyme 2 (EC 6.3.1.2) (GS1-2) (Glutamate--ammonia ligase)		Glycine max (Soybean) (Glycine hispida)	356	glutamine biosynthetic process [GO:0006542]
O26760	GLNB2_METTH	reviewed	Nitrogen regulatory protein P-II 2	MTH_664	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	115	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
A6U5G1	GLND_SINMW	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD Smed_0031	Sinorhizobium medicae (strain WSM419) (Ensifer medicae)	949	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
Q6D8E5	GLND_PECAS	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD ECA1029	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	904	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
A4VJR9	GLND_PSEU5	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD PST_1535	Pseudomonas stutzeri (strain A1501)	900	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
P10816	LGB3_SESRO	reviewed	Leghemoglobin 3 (Srglb3)	GLB3	Sesbania rostrata	148	
A4VQZ7	LIPB_PSEU5	reviewed	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	lipB PST_3775	Pseudomonas stutzeri (strain A1501)	219	protein lipoylation [GO:0009249]
P09822	FIXX_RHIME	reviewed	Ferredoxin-like protein	fixX RA0444 SMa0816	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	98	nitrogen fixation [GO:0009399]
P0CY92	FER4_RHOCA	reviewed	Ferredoxin-4 (Ferredoxin IV) (FdIV) (Ferredoxin, plant-type)	fdxC ptfA	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	95	nitrogen fixation [GO:0009399]
P0A3D4	FDXN_TRIV2	reviewed	Ferredoxin-like protein in nif region	fdxN Ava_3913	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	116	nitrogen fixation [GO:0009399]
A4VJD4	FLGH_PSEU5	reviewed	Flagellar L-ring protein (Basal body L-ring protein)	flgH PST_1394	Pseudomonas stutzeri (strain A1501)	231	bacterial-type flagellum-dependent cell motility [GO:0071973]
P23001	FLAV_AZOCH	reviewed	Flavodoxin B (FldB)	nifF	Azotobacter chroococcum mcd 1	180	nitrogen fixation [GO:0009399]
A4VMF7	IHFB_PSEU5	reviewed	Integration host factor subunit beta (IHF-beta)	ihfB himD PST_2506	Pseudomonas stutzeri (strain A1501)	93	DNA recombination [GO:0006310]; regulation of transcription, DNA-templated [GO:0006355]; regulation of translation [GO:0006417]
A4VGL8	LGT_PSEU5	reviewed	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	lgt PST_0413	Pseudomonas stutzeri (strain A1501)	266	lipoprotein biosynthetic process [GO:0042158]
A4VLV3	LFTR_PSEU5	reviewed	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6) (L/F-transferase) (Leucyltransferase) (Phenyalanyltransferase)	aat PST_2295	Pseudomonas stutzeri (strain A1501)	226	protein catabolic process [GO:0030163]
Q98C27	GLND_RHILO	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD mll5321	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	933	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
P14848	LGB2_SESRO	reviewed	Leghemoglobin 2 (Srglb2)	GLB2	Sesbania rostrata	148	
P02232	LGB1_VICFA	reviewed	Leghemoglobin-1 (Leghemoglobin I)		Vicia faba (Broad bean) (Faba vulgaris)	144	
A4VRF3	LIGB_PSEU5	reviewed	DNA ligase B (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)] B)	ligB PST_3931	Pseudomonas stutzeri (strain A1501)	556	DNA repair [GO:0006281]; DNA replication [GO:0006260]
A4VNW7	DER_PSEU5	reviewed	GTPase Der (GTP-binding protein EngA)	der engA PST_3027	Pseudomonas stutzeri (strain A1501)	499	ribosome biogenesis [GO:0042254]
P08710	FIXX_RHILT	reviewed	Ferredoxin-like protein	fixX	Rhizobium leguminosarum bv. trifolii	98	nitrogen fixation [GO:0009399]
P55467	FIXF_SINFN	reviewed	Protein FixF	fixF NGR_a03530 y4gK	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	402	nitrogen fixation [GO:0009399]; polysaccharide biosynthetic process [GO:0000271]; polysaccharide transport [GO:0015774]
P12712	FDXN_RHIME	reviewed	Ferredoxin-like protein in nif region	fdxN RA0441 SMa0811	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	64	nitrogen fixation [GO:0009399]
P0CY90	FDXN_RHOCA	reviewed	Ferredoxin-1 (Ferredoxin I) (FdI)	fdxN	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	65	nitrogen fixation [GO:0009399]
Q42665	HBPA_CASGL	reviewed	Hemoglobin A	SYMA	Casuarina glauca (Swamp oak)	152	
A4VRV9	HIS6_PSEU5	reviewed	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF PST_4087	Pseudomonas stutzeri (strain A1501)	256	histidine biosynthetic process [GO:0000105]
Q52825	AZUP_RHILV	reviewed	Putative pseudoazurin (Blue copper protein)	azu	Rhizobium leguminosarum bv. viciae	152	
A4VGW5	DAPF_PSEU5	reviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF PST_0510	Pseudomonas stutzeri (strain A1501)	276	lysine biosynthetic process via diaminopimelate [GO:0009089]
P53574	FIXB_AZOVI	reviewed	Protein FixB	fixB	Azotobacter vinelandii	360	nitrogen fixation [GO:0009399]
P13499	GLN1B_RHOCA	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta) (Fragment)	glnA	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	438	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
A4VI36	GLYA_PSEU5	reviewed	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA PST_0940	Pseudomonas stutzeri (strain A1501)	417	glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]
P04770	GLNA1_PHAVU	reviewed	Glutamine synthetase PR-1 (EC 6.3.1.2) (Gln isozyme beta) (Glutamate--ammonia ligase)		Phaseolus vulgaris (Kidney bean) (French bean)	356	glutamine biosynthetic process [GO:0006542]
P15102	GLNA4_PHAVU	reviewed	Glutamine synthetase leaf isozyme, chloroplastic (EC 6.3.1.2) (Glutamate--ammonia ligase) (Isozyme delta)		Phaseolus vulgaris (Kidney bean) (French bean)	429	glutamine biosynthetic process [GO:0006542]
P14179	GLNB_BRADU	reviewed	Nitrogen regulatory protein P-II	glnB blr4948	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	112	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
P21193	GLNB_AZOBR	reviewed	Nitrogen regulatory protein P-II	glnB	Azospirillum brasilense	112	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
Q98N18	GLNB_RHILO	reviewed	Nitrogen regulatory protein P-II	glnB mll0345	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	112	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
P09827	GLNB_RHILV	reviewed	Nitrogen regulatory protein P-II	glnB	Rhizobium leguminosarum bv. viciae	111	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
A4VLZ2	KCY_PSEU5	reviewed	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk PST_2338	Pseudomonas stutzeri (strain A1501)	229	pyrimidine nucleotide metabolic process [GO:0006220]
A4VFH8	DEF_PSEU5	reviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def PST_0021	Pseudomonas stutzeri (strain A1501)	168	translation [GO:0006412]
A4VGY3	DSBB_PSEU5	reviewed	Disulfide bond formation protein B (Disulfide oxidoreductase)	dsbB PST_0528	Pseudomonas stutzeri (strain A1501)	163	protein folding [GO:0006457]
A4VNV0	EX7L_PSEU5	reviewed	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA PST_3010	Pseudomonas stutzeri (strain A1501)	458	DNA catabolic process [GO:0006308]
Q53208	FIXC_SINFN	reviewed	Protein FixC	fixC NGR_a01240 y4uP	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	435	nitrogen fixation [GO:0009399]
Q05559	FIXA_RHILP	reviewed	Protein FixA	fixA	Rhizobium leguminosarum bv. phaseoli	279	nitrogen fixation [GO:0009399]
P22248	GLN1B_AZOVI	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA	Azotobacter vinelandii	467	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
P31592	GLNA3_RHILP	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase III) (GSIII)	glnT	Rhizobium leguminosarum bv. phaseoli	435	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
P45626	GLNA2_RHIML	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase II) (GSII)	glnII	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	329	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
P32289	GLNA_VIGAC	reviewed	Glutamine synthetase nodule isozyme (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase)		Vigna aconitifolia (Moth bean) (Phaseolus aconitifolius)	356	glutamine biosynthetic process [GO:0006542]
B1YS76	GLND_BURA4	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD BamMC406_1923	Burkholderia ambifaria (strain MC40-6)	858	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
A4VPQ6	GRPE_PSEU5	reviewed	Protein GrpE (HSP-70 cofactor)	grpE PST_3328	Pseudomonas stutzeri (strain A1501)	189	protein folding [GO:0006457]
O68955	ANFD_HELGE	reviewed	Nitrogenase iron-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase 3 subunit alpha) (Nitrogenase component I) (Fragment)	anfD	Heliobacterium gestii	280	nitrogen fixation [GO:0009399]
Q6N7U8	COWN_RHOPA	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN RPA2156	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	92	nitrogen fixation [GO:0009399]
A4VN86	DAPA_PSEU5	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA PST_2790	Pseudomonas stutzeri (strain A1501)	292	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
A4VGS6	DUT_PSEU5	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut PST_0471	Pseudomonas stutzeri (strain A1501)	151	dUMP biosynthetic process [GO:0006226]; dUTP catabolic process [GO:0046081]
A4VHL6	EFTU1_PSEU5	reviewed	Elongation factor Tu 1 (EF-Tu 1)	tuf1 PST_0769	Pseudomonas stutzeri (strain A1501)	397	
Q52905	GLNB_RHIME	reviewed	Nitrogen regulatory protein P-II	glnB R01639 SMc00947	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	112	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
A1ANL2	COWN_PELPD	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN Ppro_1312	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	101	nitrogen fixation [GO:0009399]
Q7MRV3	COWN_WOLSU	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN WS1017	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	113	nitrogen fixation [GO:0009399]
P14313	FIXA_RHILE	reviewed	Protein FixA (Fragment)	fixA	Rhizobium leguminosarum	18	nitrogen fixation [GO:0009399]
P12415	FDXN_NOSS1	reviewed	Ferredoxin-like protein in nif region	fdxN all1516	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	116	nitrogen fixation [GO:0009399]
A4VL74	FOLD_PSEU5	reviewed	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD PST_2054	Pseudomonas stutzeri (strain A1501)	284	histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]
A4VQI5	ADE_PSEU5	reviewed	Adenine deaminase (ADE) (EC 3.5.4.2) (Adenine aminohydrolase) (AAH)	PST_3608	Pseudomonas stutzeri (strain A1501)	316	adenine catabolic process [GO:0006146]; hypoxanthine salvage [GO:0043103]; nucleotide metabolic process [GO:0009117]
A4VNZ7	AMPA_PSEU5	reviewed	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA PST_3058	Pseudomonas stutzeri (strain A1501)	496	
A4VKA0	ACSA_PSEU5	reviewed	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA PST_1723	Pseudomonas stutzeri (strain A1501)	651	acetyl-CoA biosynthetic process from acetate [GO:0019427]
O68940	ANFG_RHORU	reviewed	Nitrogenase iron-iron protein delta chain (EC 1.18.6.1) (Dinitrogenase 3 subunit delta) (Nitrogenase component I)	anfG	Rhodospirillum rubrum	116	nitrogen fixation [GO:0009399]
Q52819	CCME_RHILE	reviewed	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE cycJ	Rhizobium leguminosarum	165	cytochrome complex assembly [GO:0017004]; protein-heme linkage [GO:0017003]
A4VKL4	CCOP_PSEU5	reviewed	Cbb3-type cytochrome c oxidase subunit CcoP (Cbb3-Cox subunit CcoP) (C-type cytochrome CcoP) (Cyt c(P)) (Cytochrome c oxidase subunit III)	ccoP PST_1841	Pseudomonas stutzeri (strain A1501)	311	ion transport [GO:0006811]; oxidative phosphorylation [GO:0006119]
